"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CSTB",0.32620001625981,11.4869856038723,9.14422123364201,3.31019799542295e-05,0.000108083265387863,1.68888038076156
"PDHB",0.297335202148963,10.0977459320975,9.14134941643847,3.317136245291e-05,0.000108292204730859,1.68652504486678
"SNRPD2",0.351148133555599,11.9979587969819,9.13581681082491,3.33054923892916e-05,0.000108712418193813,1.68198567876426
"ZRANB2",-0.352998913861374,10.4008249944587,-9.13545211609503,3.33143553689783e-05,0.000108723677808021,1.68168637381678
"SNF8",-0.357681892641871,11.2211233709724,-9.13501032959395,3.33250954352923e-05,0.000108741058768873,1.6813237860774
"ZNF248",0.488840759905666,4.85084466454749,9.1324277204668,3.33879583200984e-05,0.000108928485201569,1.67920386176972
"RAB3B",0.499420143688519,8.06205289948838,9.12924830983243,3.34655317933674e-05,0.000109163836371283,1.6765933567815
"ACADM",-0.348399286033596,9.02352226905093,-9.12869304406563,3.34791004150924e-05,0.000109190362574978,1.67613736800901
"DPH6",0.396712422176332,3.81870261027775,9.12816112927411,3.34921042511524e-05,0.000109215038444576,1.67570053318395
"SIRT5",0.423448474547548,5.75146865338756,9.12393216450586,3.35956937995096e-05,0.000109535051017752,1.67222672904722
"ZCWPW1",-0.380504945831955,5.95163795178909,-9.12350097679331,3.36062761555983e-05,0.000109551769243473,1.67187246124314
"ZNF19",-0.67245006699433,4.3869939176212,-9.12313283841076,3.36153141116484e-05,0.000109563448331442,1.67156998411382
"PITX1",0.446199882715166,7.59943603665767,9.12100476077514,3.3667613146151e-05,0.000109707677986509,1.66982126805234
"WDFY2",-0.460080328745045,7.4783767483397,-9.12088779621632,3.36704902961981e-05,0.000109707677986509,1.66972514414015
"BROX",-0.309158461017557,7.45631345091047,-9.11876760968414,3.37226918064609e-05,0.000109859941969337,1.66798254943974
"CEP164",-0.414662485520895,6.63258135385672,-9.11702417705363,3.37656856510148e-05,0.000109982165198667,1.666549353738
"MRPS22",0.311909455751497,9.71796842390362,9.11616155146248,3.37869812736207e-05,0.000110033684433176,1.66584014302224
"BAIAP2",-0.364176717120187,7.70347495259198,-9.11468697700749,3.38234191895594e-05,0.000110134492704784,1.6646276845937
"COL26A1",-0.613358561359437,4.59699050233923,-9.11405632219639,3.38390167179453e-05,0.000110152670645214,1.66410908236144
"ZNF428",0.464971548436591,7.23956299545065,9.1140177477293,3.38399710157822e-05,0.000110152670645214,1.66407736068579
"CHCHD6",0.447661020645812,8.63698481073806,9.11295433230238,3.38662909307269e-05,0.000110220480805821,1.6632028172186
"POP1",0.397106624320518,8.7002995080059,9.11063726641224,3.39237192227455e-05,0.000110389497224501,1.66129698303006
"SENP2",-0.284052123495334,8.73511636847208,-9.10950673002733,3.39517793777314e-05,0.000110462908961989,1.66036694454226
"PCMT1",0.310337614298863,10.4207816244871,9.10802738647757,3.39885365862604e-05,0.000110559536989715,1.65914981122554
"ACVR1",-0.319606621826791,7.95813432468688,-9.10786844014606,3.39924885934817e-05,0.000110559536989715,1.65901902779675
"FUCA2",0.347480615889965,7.20120434524223,9.1070216959628,3.40135506027192e-05,0.000110610127963894,1.65832228136342
"KLRC2",-0.85940900059642,4.67339886374533,-9.1050738130274,3.40620584125683e-05,0.000110749940287845,1.65671925058845
"MTOR",0.358931619473723,6.78133735999047,9.10428885166615,3.408162825037e-05,0.000110795633179092,1.65607317621267
"ZNF300",-0.438909343196848,4.35115972059394,-9.10110692996514,3.41610867198812e-05,0.0001110359711413,1.65345376363657
"REXO2",0.305270571286526,10.5682157359027,9.1004759123458,3.41768692343382e-05,0.000111069294773859,1.65293420689799
"B3GNT4",0.400244615174621,5.80312033958985,9.09904876491177,3.42125942896412e-05,0.000111152315180228,1.65175903351082
"KCNN2",-1.17794234871631,4.19488391724216,-9.09901324458423,3.42134839894528e-05,0.000111152315180228,1.65172978258335
"SMAD2",0.318070710492562,7.85090249373521,9.09865823859268,3.42223774812687e-05,0.000111163226481288,1.65143743045612
"MOXD1",0.476744961278377,7.86634439261841,9.09804047338094,3.42378597524052e-05,0.000111195532869875,1.65092866959624
"OPA1",0.301878574577039,8.14157326370059,9.096447791703,3.42778116110405e-05,0.000111307286725325,1.64961688077411
"PIP4K2B",0.584005266419466,7.0740790695285,9.095392170016,3.43043205098332e-05,0.000111365511000314,1.64874732628677
"ZNF546",-0.716826733508696,4.11486579389976,-9.09529220140649,3.43068321329885e-05,0.000111365511000314,1.64866497402749
"FLYWCH2",0.363136213291098,7.41057943661295,9.09355298425553,3.43505616703657e-05,0.000111489444180288,1.64723211694606
"MVK",-0.384391374411482,7.75851556172257,-9.09326119424909,3.43579043760977e-05,0.000111495257955978,1.64699170250151
"ZMPSTE24",-0.280736120646782,10.6227748242086,-9.08814744875669,3.44868765247372e-05,0.000111895707289632,1.6427772747949
"DOCK3",-0.933973370338491,4.125687010009,-9.08660730386679,3.45258270531424e-05,0.000112003991364127,1.64150759063788
"ITGA5",-0.464365288507172,7.0238373354129,-9.08629832361147,3.45336471963288e-05,0.000112011267811865,1.64125284763283
"ITSN1",-0.283962861878425,6.74950111259047,-9.08183991446291,3.46467102898029e-05,0.000112359846513871,1.63757623435428
"MED25",0.309409165434308,6.62373608839358,9.07640031132007,3.47852223388683e-05,0.000112790830715827,1.63308841237372
"TBC1D8B",0.500201473182885,4.90052654142061,9.07443822228225,3.48353375715238e-05,0.000112929784619156,1.63146907629249
"SPTBN1",-0.311044927603247,7.77180680197894,-9.07428235771473,3.48393221221016e-05,0.000112929784619156,1.63134042665271
"UTP20",-0.315558005452428,8.04274885588109,-9.07089603819898,3.49260177619407e-05,0.000113192535215559,1.62854491787598
"RAB15",1.24438861845778,7.11594144997134,9.06999613246951,3.49490978467615e-05,0.000113249061173662,1.62780187004475
"OAZ3",-0.419500309737358,5.68958544512758,-9.06895510728563,3.49758187355647e-05,0.000113317364653183,1.62694222272457
"CASP7",-0.288589012948207,7.04531819562433,-9.06454337275181,3.50893147728945e-05,0.000113666741596583,1.62329821790075
"PRDM8",-0.644211873383059,6.21384063656199,-9.0628820664027,3.51321611555037e-05,0.000113787183461883,1.621925623024
"PPP1R11",-0.560545575897525,6.67375036509291,-9.06197028113065,3.51557019065339e-05,0.000113845068863403,1.62117220261987
"C11orf45",0.310866243379021,6.31453961249972,9.0609528424359,3.51819914728746e-05,0.000113895075627219,1.62033140366383
"ZNF106",-0.297927083805837,8.31668136722862,-9.06093371114239,3.51824860182867e-05,0.000113895075627219,1.62031559303069
"ZNF252P",-0.420136946840413,5.16935953798101,-9.05944726364421,3.52209348029814e-05,0.000114001169151181,1.61908706512589
"TMEM120B",0.528198437149142,7.14295963322277,9.05468640934489,3.53443997339699e-05,0.00011438235969337,1.61515113826444
"PPP1R21",-0.28267664339687,8.13049323413315,-9.05279279837963,3.53936431678736e-05,0.000114523268790651,1.61358515238325
"TOLLIP",-0.317798369237597,7.36160069617138,-9.05134206325087,3.5431421993548e-05,0.000114627042415982,1.61238523029587
"MOSPD3",0.728766878194984,6.1683516213912,9.05049015180104,3.54536279682484e-05,0.000114680409746224,1.61168052734886
"RECQL5",-0.35736072501921,6.49384495880307,-9.04993140842592,3.54682007370468e-05,0.000114709073043937,1.61121830319275
"LRRN4",1.06085041177904,7.0913614050886,9.04934990743153,3.54833742353908e-05,0.000114713153211134,1.61073722702007
"L3HYPDH",-0.290615586292503,6.47233553274372,-9.04933901046399,3.54836586472612e-05,0.000114713153211134,1.61072821170184
"ABCF2",0.471200248242987,8.52598795213004,9.04922642319186,3.54865973362266e-05,0.000114713153211134,1.61063506505898
"IQCH",-0.549428548205976,4.22527971384915,-9.04747615033869,3.55323173138672e-05,0.000114842462332106,1.60918688865882
"TFB1M",0.329857583550465,8.59164571782895,9.04166175013806,3.56846769241238e-05,0.000115316339717474,1.60437435087026
"RBM38",0.469828669284805,7.49735332102918,9.04142117114922,3.56909968864744e-05,0.000115318208086865,1.60417516899141
"RBBP5",-0.313798243688908,7.12668661615928,-9.0395646926388,3.57398087237555e-05,0.000115457345730723,1.60263798932873
"UAP1",-0.319881151235135,11.730785159053,-9.03813361371228,3.5777487090107e-05,0.00011556047776097,1.60145286193196
"LOC105369243 /// SLX1A-SULT1A3 /// SLX1B-SULT1A4 /// SULT1A3 /// SULT1A4",0.370189426017385,8.00546855637447,9.03696563591612,3.58082715927965e-05,0.000115641313180531,1.60048550040128
"TAX1BP1",-0.309793827024141,9.99563975890014,-9.0283993403047,3.6034970273838e-05,0.000116354717520862,1.59338735315992
"SORBS1",0.356038737426945,6.43685012923293,9.02793225964275,3.60473776045429e-05,0.000116376070054596,1.59300016030049
"VPS54",0.399420012535156,8.54653683502946,9.02439875292356,3.61413965430062e-05,0.000116660849914776,1.59007046352124
"DMRTA1",-0.323272846334874,6.10767669807931,-9.02245860439375,3.6193137375723e-05,0.000116809090640209,1.58846143783278
