"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FKRP",-0.30876581007677,6.3549681907958,-5.89918640032527,0.000548041102824233,0.00135719574711737,-1.4554250055214
"SLC25A27",0.299535715874532,4.76887390173015,5.89883291802198,0.000548240665032057,0.00135752256398765,-1.45583031220244
"ISY1",0.202780552781835,9.51043836933299,5.89782568843659,0.000548809751819536,0.00135868366678039,-1.45698530073477
"EARS2",-0.204082951452344,7.56466782212489,-5.89776355141806,0.00054884488092956,0.00135868366678039,-1.4570565574226
"RNF138 /// RNF138P1",0.274690887897376,7.98640367105197,5.89610540139327,0.000549783241515047,0.00136083887387087,-1.45895825260295
"ZBTB24",0.311614362130117,5.24949548854447,5.89544480118725,0.000550157578777546,0.00136159763551056,-1.45971597864881
"LRRC17",-0.547841552973787,4.49377602591432,-5.8944274285986,0.000550734641564878,0.00136285787841166,-1.46088304185754
"ABI3BP",0.380046419961245,5.75932278754973,5.89031894097221,0.000553071888597403,0.00136847305785268,-1.46559738381344
"HTR7",-0.222469088399721,6.53183913387751,-5.88891340398669,0.000553874011614776,0.00137028894423148,-1.46721068544727
"COQ10A",0.245779900906856,8.10052908676501,5.88682926373136,0.000555065794232218,0.00137306828567063,-1.46960336850924
"HSD17B6 /// RDH16",0.305570143791138,7.60047000438705,5.88560137202143,0.000555769283116898,0.00137463919730539,-1.47101330293874
"MFHAS1",0.200473998334749,7.42613111345004,5.88457157712558,0.000556360044114232,0.00137593093535159,-1.47219592108363
"PABPC4L",-0.180264706574028,7.7421478457828,-5.88348903460799,0.000556981819784283,0.00137729904808514,-1.47343926187958
"SRCAP",-0.319059426092369,6.53846217667646,-5.88334648211543,0.000557063754813651,0.00137733207579433,-1.47360300002152
"ZPLD1",-0.242727661793881,3.90920704848159,-5.88229850808345,0.000557666512557485,0.00137865266349145,-1.47480680059085
"SLC43A3",-0.207823516054371,7.08631065388312,-5.88094242877303,0.000558447561223651,0.00138041363933733,-1.47636472949638
"UCK2",0.264372848322119,7.51615460449025,5.8802523500746,0.000558845487789785,0.00138122726763107,-1.4771576159122
"HNF1B",0.309694317675622,5.85541053660363,5.87866659788656,0.000559761093502313,0.00138332001992131,-1.47897984543575
"MMADHC",-0.272381768803299,11.4153857693233,-5.87520126549884,0.000561767786887528,0.00138810829624128,-1.4829630776808
"NCOA4",-0.22993460007581,10.4532361556551,-5.87338675542287,0.000562821726045202,0.00139054146215916,-1.48504938681223
"TTC9B",-0.401913528975539,5.47756400223156,-5.87286085590088,0.000563127601208571,0.00139112604460922,-1.48565414120702
"IRF9",0.186825632970598,7.67471741638182,5.87240468697699,0.000563393069577238,0.00139161067634845,-1.48617873828154
"DOPEY2",-0.38237682465046,5.40250244741632,-5.87108287583395,0.000564163088329323,0.00139334130177154,-1.48769898077709
"SPRY4",-0.34176168413141,5.97180344006705,-5.87044929232984,0.000564532597241835,0.0013940824644049,-1.4884277582372
"SNX14",0.394757154856922,6.04463611718316,5.86991863925344,0.000564842284283086,0.0013946757361128,-1.4890381801356
"MANF",0.209892636371631,11.6540102735688,5.86936300813884,0.000565166751416053,0.00139530535162139,-1.48967737374895
"MAP7D3",-0.236773270807591,8.59895883657535,-5.86918539931594,0.000565270511941065,0.00139538999039139,-1.48988170192553
"CCDC90B",-0.205141461728545,9.3025580175639,-5.86781844291335,0.000566069810181148,0.00139708309108547,-1.49145443853996
"PRKCSH",0.262715546277168,7.0573665509786,5.86777452925553,0.000566095508626447,0.00139708309108547,-1.49150496691156
"TTLL7",-0.285680636006081,6.61081958513781,-5.86628785851052,0.000566966282068849,0.0013990601804977,-1.49321572166631
"ACTA2",-0.333381820271341,4.78062858500816,-5.86469528070571,0.00056790074448915,0.00140119392534645,-1.49504866316154
"ZNF619",-0.43095694186521,6.21333596903336,-5.8644786541447,0.000568027985104612,0.00140133571463469,-1.49529800990847
"LIMD2",0.295902406624287,5.75409237210963,5.86343363655834,0.000568642246986507,0.0014025727745094,-1.49650095644159
"IRX2",0.221581786008316,6.94906508013083,5.8633879899829,0.000568669094942741,0.0014025727745094,-1.49655350459835
"C10orf10",0.214044642912098,6.24224045840924,5.86097464004346,0.00057009057003779,0.0014059060668761,-1.49933212660951
"CDK3 /// TEN1 /// TEN1-CDK3",0.275615658049896,8.15435522673394,5.85847220746448,0.000571568699912215,0.00140937824052019,-1.50221410869422
"URB2",0.287167602552806,7.19804186669285,5.85725779031459,0.000572287567905677,0.00141097759806256,-1.50361301074285
"DRICH1",-0.417082764855556,3.86951932225204,-5.85689749003442,0.000572501039645072,0.00141133065916676,-1.5040280817201
"TSTA3",-0.208809163068416,10.0805666617635,-5.85552980841028,0.000573312175983302,0.00141315681669718,-1.50560382283594
"DDAH2",0.23732337524888,7.6418223300289,5.85050142252629,0.000576305413661713,0.0014203605261973,-1.51139923397098
"NOP16",-0.295953131586282,8.43500380996171,-5.84841716589338,0.000577551208884368,0.00142312414487676,-1.51380237963252
"SHC1",0.247371094543803,9.71308655898335,5.84838526237787,0.000577570301465122,0.00142312414487676,-1.5138391687181
"ZSWIM1",0.382306416487536,6.76894243867361,5.84826994903048,0.000577639316323211,0.00142312414487676,-1.51397214176415
"AKAP3",-0.223027677490178,5.5621092894739,-5.84811860286705,0.000577729910716465,0.00142317276178456,-1.51414666849359
"RTKN2",0.309343915219571,4.84156012844649,5.84738766369587,0.000578167667070492,0.00142407645639487,-1.51498960189576
"MAL2",-0.412405898192043,4.13574927427141,-5.84662759860983,0.000578623258998668,0.00142502385453455,-1.51586619718556
"GULP1",-0.192185973025014,8.22036680161287,-5.84143414870478,0.000581747004307682,0.00143254129898424,-1.521857887264
"ACAA1",-0.192298190537002,8.68465357786396,-5.83995566479203,0.000582639713878439,0.00143456368928951,-1.52356425464842
"TCEB1 /// TCEB1P2",-0.197356855199901,12.3829938700365,-5.83583859654417,0.000585133659285811,0.00144039664030179,-1.52831739176232
"PDGFD",0.320401900264156,3.81187938225962,5.83580811127284,0.000585152170295872,0.00144039664030179,-1.52835259506384
"MRPS10",-0.182397618514141,9.5130105934758,-5.83459508719872,0.000585889262564747,0.00144203430751843,-1.52975344963418
"SLC35E3",0.19199816706174,9.1626003847554,5.83421830589806,0.000586118423771505,0.00144242156880614,-1.53018861238208
"ROCK1P1",-0.278272818829821,7.80634910605319,-5.83376973818064,0.000586391376297494,0.00144291649124711,-1.53070670868832
"TRPT1",0.338198689000684,6.34535680123783,5.83117283048746,0.000587974376414758,0.00144663449417053,-1.53370665309566
"TMEM161B",-0.217400211952416,7.0020958810948,-5.83033695233201,0.000588484916530145,0.00144771326109645,-1.53467244446364
"ZNF493",0.323186855138436,3.96122067571067,5.82881326113546,0.000589416832875173,0.00144982825125107,-1.53643318273081
"SNORA59A /// SNORA59B",0.478081948614565,6.16531663070338,5.82680326577739,0.000590648698507587,0.00145268043850433,-1.53875634216087
"FYB",-0.257564201406544,4.00456999769819,-5.82569020612365,0.000591332093581659,0.00145418314772793,-1.54004304574588
"ZNF74",0.296830208884993,6.61931989842496,5.82310412870609,0.000592923295443932,0.00145791766230361,-1.54303318728751
"MSH3",-0.223357935720236,7.16511954972851,-5.82262026956342,0.000593221541471416,0.00145847244937103,-1.54359274385253
"TP53BP1",-0.290587295119082,6.57646871888177,-5.82113178952225,0.000594140074812408,0.00146055192931853,-1.54531427994126
"SNORA77",0.24132048593029,6.1649781458292,5.81927409246883,0.000595288674484507,0.00146319639436383,-1.54746324604693
"ZDHHC6",0.416086463183643,8.67546412575315,5.81766939082607,0.000596282841450985,0.00146546066907753,-1.54931991024595
"ZNF318",0.235714664447118,6.36955348652847,5.81747352889625,0.000596404311202657,0.00146557985882713,-1.5495465483784
"NDUFB4",0.238651634565914,10.0794163220653,5.81724600906826,0.000596545449191671,0.00146574734543253,-1.54980982513806
"TSC2",0.206772625254277,6.61004453087816,5.81511403334916,0.000597869793622005,0.00146882164343784,-1.55227718810582
"OGFRL1",0.326407302186142,7.64520505716671,5.81455246856421,0.000598219172403882,0.00146950022731893,-1.55292719252607
"KLRAP1",0.272372036153827,3.7867807946994,5.81342721638334,0.000598919935534644,0.00147104170053538,-1.55422978158517
"RFX2",0.210160569884009,5.04063936213909,5.80780442347266,0.00060243532669594,0.00147949512122295,-1.56074117833199
"CHURC1",0.214886711548244,7.29390488666148,5.80590987537536,0.000603624979740761,0.00148223549249461,-1.56293605924331
"NFYA",0.323432403816981,5.97704244925164,5.80122250650726,0.000606579610147223,0.00148930866628323,-1.56836849916381
"SMPX",-0.805941530540283,4.00805577033938,-5.8001419996104,0.000607262979048479,0.00149080426246298,-1.56962116135464
"STARD9",0.467503935073483,5.55408729059874,5.7999086170535,0.000607410694985558,0.00149098464899657,-1.56989174830947
"ARF6",-0.23346043528827,11.0756316282801,-5.79968338026925,0.000607553293149524,0.00149115243060186,-1.57015289766723
"GPN3",0.253334127526378,9.29874207572617,5.79822887235767,0.000608475045778054,0.00149323226043578,-1.57183947667062
"PLXDC2",0.426930805709532,5.06175891038817,5.796114926523,0.00060981747778851,0.00149634382698894,-1.57429120005108
"ADAM32",-0.249469584224934,4.09931318833708,-5.79560678629379,0.000610140656989973,0.00149695394026223,-1.57488062040479
"SEC11C",-0.244240721589193,6.77198714059744,-5.79378575170284,0.000611300410728237,0.00149950045065221,-1.57699321683628
"FAM60A",-0.178472487386898,9.39936364577337,-5.79374262359228,0.000611327907286411,0.00149950045065221,-1.57704325533088
"ELMO3",0.464222536992534,5.16225025197024,5.78953501277083,0.000614017129957052,0.00150591281451428,-1.58192621378076
"MRPL32",-0.213050992977017,9.90670009962419,-5.78803043766311,0.000614981950919388,0.00150809493312149,-1.58367284265555
"FAM89B",0.19652916477294,8.46030404334607,5.78779790165921,0.000615131217174869,0.00150827681183495,-1.58394281503315
"HTATIP2",-0.19978187224762,10.039888607474,-5.78665548501736,0.000615865127849335,0.00150989199557203,-1.58526925371951
"TOB1",0.198172585049363,9.14183037392162,5.78644590675336,0.000615999870886836,0.00151003800889677,-1.58551260961389
"PRH1-PRR4 /// PRR4",-0.490068760649057,5.68089620233548,-5.78495636048022,0.000616958483858372,0.00151220334266677,-1.58724239040501
"JAK1",0.221044131134414,9.59444869075202,5.78089322700493,0.000619581817349105,0.0015183650653666,-1.59196229901113
"POLR2K",0.203150125017199,10.8234216683132,5.78082869097226,0.00061962358473136,0.0015183650653666,-1.59203728419039
"IGSF9B",-0.258748133244663,6.41200622564867,-5.77977406279121,0.000620306579281747,0.00151954987129769,-1.5932627461649
"TNFSF10",0.3378497671007,3.9621524529895,5.77975625319758,0.000620318120267309,0.00151954987129769,-1.59328344188945
"SRRM1",-0.191877179083596,8.79855973497436,-5.77973164596319,0.000620334066658521,0.00151954987129769,-1.59331203691348
"MTA1",0.253183853738344,7.6774100468251,5.77861453316253,0.000621058478015466,0.0015211388381052,-1.59461026959064
"EMX1 /// TARS2",0.323280736567159,7.89648416942775,5.77699287692323,0.000622111747205472,0.00152353278025542,-1.59649513831651
"CCAR2",0.268797294925705,7.92903732634426,5.77472495375507,0.00062358810766067,0.00152696214999474,-1.59913174607056
"FAM171A2",0.280214034214197,5.77159970479016,5.77421819616335,0.000623918527306391,0.00152758499359034,-1.5997209764528
"USP35",0.299420218401555,5.72565089371307,5.7739720384772,0.0006240790991559,0.00152779188535435,-1.60000720743145
"ZMIZ2",-0.231498540929596,7.75124879175457,-5.77342191839161,0.000624438116069373,0.00152848447570229,-1.60064691304294
"LRRC1",0.253760985740998,6.98526225107988,5.77289251748719,0.00062478382860562,0.00152914433508594,-1.6012625627409
"SLC43A2",-0.322226843700673,5.3195832436677,-5.77247061962014,0.000625059491557077,0.00152963260977609,-1.60175322146745
"CCDC18",0.20042032386741,5.93432637277269,5.76674462110182,0.00062881422027335,0.00153863362572733,-1.60841474263066
"PATL1",-0.254432997549288,7.49101879435614,-5.76558970660103,0.000629574577689732,0.00154030647074194,-1.60975886828903
"PMS1",0.220757440526589,6.94141688857265,5.76443193992949,0.000630337841119649,0.00154198601717991,-1.61110648845834
"WBSCR16",0.230993802880072,6.3149334074974,5.76409184492766,0.000630562246287475,0.00154234711416851,-1.61150238640677
"NR2F1-AS1",-0.35177956653028,6.40966475351527,-5.76310374516592,0.000631214730066567,0.0015437550704648,-1.61265269986492
"DNAJA2",-0.200560580069435,9.71759025511906,-5.7624924921562,0.000631618742663317,0.00154455507459516,-1.6133643645853
"GNA15",0.271294369156227,7.62285890091606,5.76149171790707,0.000632280834552654,0.00154598591199848,-1.61452964347418
"MOSPD2",0.240150284200936,8.37210590707016,5.75937637980878,0.00063368284505193,0.00154922535118965,-1.61699312651273
"TPCN2",0.387474536153768,5.91463790047253,5.75880775678015,0.000634060309191914,0.0015499594997335,-1.61765543407467
"FAM206A",0.223748622461981,8.76573490439185,5.75793105491983,0.000634642773558953,0.0015511945313567,-1.61867666148374
"PIEZO1",0.203773495664361,10.1419132645405,5.75763840487088,0.000634837337470491,0.00155148127108267,-1.61901757770559
"MRPS35",0.190791381016998,10.4331003572621,5.75739719031524,0.00063499775523748,0.00155168450130059,-1.61929858371189
"PNMA1",0.399324244265845,8.71014765810604,5.75696026449753,0.000635288444170411,0.00155220597478328,-1.61980760546919
"ZCCHC7",-0.370168348266776,7.23289177479051,-5.75575564882631,0.000636090649054839,0.00155397696090711,-1.62121112092907
"BCAS1",-0.222155125999611,4.16718737397195,-5.75328530068237,0.000637739291441374,0.00155781512154081,-1.624089954286
"SYMPK",0.195541011327234,7.14195178360705,5.7518724978542,0.000638684296416159,0.00155993377225126,-1.62573673082683
"SNX24",-0.233390272459795,9.21023320781934,-5.75130556844009,0.000639063946425037,0.00156067124270433,-1.62639762270452
"CCDC96",-0.39322055139992,5.25553040356388,-5.74915504064567,0.000640506356210691,0.00156400360585234,-1.62890496020947
"ZSCAN32",-0.199018344686388,6.62341944576036,-5.74903255215204,0.000640588621231768,0.00156401432881338,-1.62904778990053
"TRIM51",-0.288528353717264,4.37103214403747,-5.74745781261239,0.000641647287775754,0.00156635609765996,-1.63088421556366
"FEZF2",-0.264941534401024,4.19340728654045,-5.74731232356934,0.000641745195515087,0.00156635609765996,-1.63105389799823
"TUBA1C",0.269913571322798,12.6839388760667,5.74725803574178,0.000641781733103158,0.00156635609765996,-1.63111721406632
"JUP",0.30400915806185,7.71532941714313,5.74623948465261,0.000642467683029456,0.00156755767698982,-1.63230522509786
"MARCH3",-0.296641472809872,5.53855941147082,-5.74618128619533,0.00064250690182079,0.00156755767698982,-1.63237311034522
"POU5F1P3",0.335564714292057,3.91810384954551,5.74617935184603,0.000642508205386386,0.00156755767698982,-1.63237536666318
"DENND6A",0.180072253073837,8.02778364763168,5.74464799831855,0.000643541115500512,0.00156988701126106,-1.63416176490156
"NDUFA7",0.235701275898718,9.62319114702698,5.7420741165393,0.000645281388946836,0.00157394114836146,-1.63716501569794
"CORO1B",0.253182277152656,7.11015585684518,5.73997878886279,0.000646701969625953,0.00157721461541805,-1.63961052268052
"CD63",0.183704323680251,12.1787989133844,5.7379492437217,0.000648081273244103,0.00158038663086869,-1.64197980244016
"TTC31",0.201545052626388,7.07414642260161,5.73665837446862,0.000648960268447191,0.00158218560777568,-1.64348703728204
"MERTK",-0.295722449086893,7.03868678259903,-5.7366344816956,0.000648976550331411,0.00158218560777568,-1.6435149368395
"PMS2P5",-0.76716857092342,7.17499572874706,-5.73624257519278,0.000649243682495041,0.0015826447529106,-1.64397257620572
"CX3CR1",-0.28337238933869,4.1140726149942,-5.73584483295054,0.000649514917656428,0.00158311378716161,-1.6444370507279
"PSMB7",-0.316526635488191,9.48611878114038,-5.73148030007944,0.000652499559913898,0.00159019550555888,-1.6495352192675
"FAM65B",0.267660787779122,4.53092359239911,5.73112401058377,0.000652743878518674,0.00159059791994286,-1.64995150800529
"DNAJC14",0.19288241689412,8.41809149703245,5.72138986643755,0.000659458458030477,0.00160676497283563,-1.66133133724907
"ZNF717",-0.48652808835923,3.68886736871599,-5.72099971359763,0.000659729182971345,0.00160722961072253,-1.66178771017134
"BRICD5",0.641862561279485,5.48778446697344,5.71886656854207,0.000661211550890797,0.00161064557769445,-1.66428326482755
"TTTY13",0.250469523252823,5.26423382133335,5.71588913846665,0.000663286836486409,0.00161550482949224,-1.66776754471248
"RGS9",-0.190636133578673,4.76062162899677,-5.71480962666998,0.000664041053246765,0.00161714569096739,-1.6690311106167
"MAST4",-0.219504865315158,5.10440247628135,-5.71371857194629,0.000664804305219964,0.0016188081554362,-1.67030834332728
"CLEC4A",-0.612225819949151,3.97966038924593,-5.71228146295728,0.000665811132265457,0.00162106325377857,-1.67199092025265
"AP1G2 /// JPH4",-0.200346893886313,3.94585551808855,-5.70636632439977,0.000669973146817588,0.00163099887038599,-1.67891926773398
"RAPGEF1",0.279519523634115,6.81058118601903,5.70596252207089,0.000670258325187724,0.00163149535851051,-1.67939240573973
"KCTD7",0.428181387681565,5.42574309058046,5.70387388117206,0.000671735550964248,0.00163489297207537,-1.68184002382056
"ADAM19",0.249352693315915,5.32969919631985,5.70243185261385,0.000672757565029057,0.00163718198667679,-1.68353023101357
"PRDM15",0.257111371840471,5.77921268872909,5.69966916791471,0.000674720412292719,0.00164175972382929,-1.68676914995252
"FUNDC1",-0.187908550830999,10.3126776653699,-5.69939345805859,0.00067491664983087,0.00164203827924933,-1.68709244216214
"ODF2L",0.318129925159872,5.44418936603418,5.69826470323067,0.000675720708325238,0.00164379538590166,-1.68841610344098
"C5orf42",-0.216663981438493,5.56937205819618,-5.69553418601035,0.000677670182687915,0.00164833813117404,-1.69161880451696
"SNX25",0.224873222593483,6.36406855059946,5.69513530619462,0.00067795548997633,0.00164883241228925,-1.69208674429392
"NUDT14",0.321544310756743,6.95426719899962,5.69494697086227,0.000678090247318179,0.00164887462435283,-1.69230769431421
"ZNF404",0.561003762424622,5.676943341202,5.6948815777197,0.000678137044271775,0.00164887462435283,-1.69238441291043
"PPP1R7",0.202712476502761,9.56192002814283,5.69446743041657,0.000678433501864759,0.00164934709784738,-1.69287029958327
"CEP152",0.412476057414689,7.2918562342423,5.694380699277,0.00067849560458151,0.00164934709784738,-1.69297205731878
"NEMP2",-0.385132403220174,6.82470452159943,-5.69190380886265,0.000680271824473584,0.00165346476131278,-1.69587850011517
"ZBTB33",0.199645064485868,9.36195896338895,5.69143443906808,0.000680609000663737,0.00165408412019972,-1.69642936117564
"SRPK1",-0.196602051672157,9.30421559776142,-5.68988394835469,0.00068172413348746,0.00165659376853747,-1.69824925240989
"LOC642947",0.354013659600607,4.21764521672456,5.68641993141858,0.000684222855847818,0.00166246453385526,-1.70231629514041
"ERMARD",-0.413316383535918,7.72777770205454,-5.68594776022876,0.0006845642392461,0.00166309280041353,-1.7028707859352
"AZIN1",-0.1805575079985,11.4819860185545,-5.68476173367622,0.000685422582307134,0.00166497667429324,-1.70426371745583
"MYL12A",-0.187962800444691,12.7837884855541,-5.68453661325736,0.000685585640194499,0.00166517136263953,-1.70452813161411
"HARS",0.183979482511978,9.7442581295615,5.68409728973946,0.000685903972796258,0.00166574309427328,-1.70504415632388
"TMEM63A",0.253427897966124,6.84973867016247,5.6780289569169,0.000690317947583202,0.00167625990318716,-1.71217456441314
"DDX19A",0.215612902606926,8.35442109610275,5.67734091016295,0.000690820410929233,0.00167727721628418,-1.71298333985436
"TRPV3",-0.241408684694717,4.35317878886352,-5.67635688178938,0.000691539729984816,0.00167882073456002,-1.71414014035092
"RNPS1",0.174640475253378,11.0495031721854,5.6749932995816,0.000692537879429394,0.00168104070225525,-1.71574334702439
"TTC37",0.264375040486563,8.97836276595817,5.67391242603893,0.000693330224266883,0.00168276063132037,-1.71701433891379
"NAA15",-0.208933503282227,7.63372380196776,-5.67326447010587,0.000693805698473467,0.00168371117063087,-1.71777634000148
"KLHL36",-0.284586704098551,7.70309183026693,-5.67234986497462,0.000694477459516453,0.0016851377669359,-1.71885201709637
"CDO1",-0.42419404593696,3.73778256762406,-5.67161463453304,0.000695017998091399,0.00168624564794246,-1.71971680989939
"CACTIN",-0.183496761016135,6.86072577831383,-5.66946864179832,0.00069659840420624,0.00168987587269937,-1.72224137870969
"RNF149 /// SNORD89",0.366113922172963,6.34490094522373,5.66913822286748,0.000696842094881022,0.00169026287845295,-1.72263014121849
"PHF21B",-0.245674159012849,6.0224894210777,-5.66573512500198,0.000699357478528918,0.00169615935258722,-1.72663498052514
"LLGL1",0.278095430015699,6.96179171804347,5.66325451737309,0.000701197377163372,0.00170041633940463,-1.72955517957157
"RNF14",-0.237916578182148,9.09139796117186,-5.66313841973528,0.000701283620177803,0.00170042016511542,-1.72969187097244
"DEDD",-0.202616208920551,7.8617025969346,-5.66077329826895,0.000703043121346395,0.00170448069158873,-1.73247691377729
"CCDC94",-0.237701777816451,7.56076493410706,-5.66057682800189,0.000703189503751598,0.0017046298121119,-1.73270830018044
"LOC102724757 /// WRB",0.423859421404605,5.44412806837311,5.65956751615632,0.000703942038058618,0.00170624811638538,-1.7338970646773
"GNG7 /// LOC101929097",-0.610520864036843,4.27999535073917,-5.65938544195101,0.000704077886457824,0.0017063714579002,-1.73411152550765
"TINAGL1",0.205154143166388,6.58795027679507,5.65919231441958,0.00070422201381089,0.00170651483172996,-1.73433901058625
"ZNF778",-0.320141005773301,5.40854410597734,-5.65781517514146,0.000705250698867185,0.00170880142792237,-1.73596128736636
"FRMD4B",-0.336378639940577,3.74924022970177,-5.65764123479655,0.000705380746440642,0.00170891036327067,-1.73616620781845
"SHISA4",0.339946928766973,7.3362528927043,5.65510158911898,0.000707282571569227,0.00171331120098859,-1.7391586405863
"BCAR3",-0.368534986574414,10.1378012343241,-5.65459393097302,0.000707663417771111,0.00171402702394054,-1.73975691037927
"FIGN",-0.423862769095743,6.70673450557299,-5.65270970218708,0.000709078967402435,0.00171724852059695,-1.74197775301266
"USP17L1 /// USP17L10 /// USP17L11 /// USP17L12 /// USP17L13 /// USP17L14P /// USP17L15 /// USP17L17 /// USP17L18 /// USP17L19 /// USP17L2 /// USP17L20 /// USP17L21 /// USP17L22 /// USP17L24 /// USP17L25 /// USP17L26 /// USP17L27 /// USP17L28 /// USP17L29 /// USP17L3 /// USP17L30 /// USP17L4 /// USP17L5 /// USP17L6P /// USP17L8 /// USP17L9P",-0.434584103324903,5.25777837831733,-5.65062079109873,0.00071065197221277,0.00172085051964327,-1.74444039439715
"ZDHHC18",0.36114175370039,7.20441488581936,5.65039180720464,0.000710824639181133,0.00172106112758455,-1.74471038135313
"RAB13",-0.182831456829435,11.8875572040497,-5.65004704910071,0.000711084694620762,0.00172148324575258,-1.7451168867787
"VGLL4",-0.204143776418509,7.24326785673049,-5.64832366185768,0.000712386256451572,0.00172428856968432,-1.74714917483545
"DRG1",-0.197799002404999,10.9105797049164,-5.64828539922998,0.000712415183790105,0.00172428856968432,-1.74719430014792
"MFAP3L",0.291671439783499,4.77469394366008,5.64370069096748,0.000715890800771279,0.00173249196803113,-1.75260271614243
"MINA",0.201294048915024,8.37532101062309,5.64260978739376,0.000716720579722812,0.00173429109917505,-1.75389002693755
"PTGER3",-0.222728552295085,4.18655001349303,-5.64180868146468,0.000717330610271021,0.00173555812271813,-1.75483546529817
"GSAP",-0.181430524414677,6.90194575036562,-5.64152339205025,0.000717547993550837,0.00173587495813961,-1.75517217487955
"TMEM147",0.187009411751399,10.3457235503305,5.6401656993864,0.00071858352610062,0.00173817072602732,-1.7567747243022
"CMC4 /// MTCP1",-0.250830069757605,8.31929953430724,-5.63225272530973,0.00072465206621854,0.00175263874011719,-1.76611965820887
"FRRS1L",0.244057366579526,3.94609486209755,5.63151556306856,0.000725220301425676,0.00175380187041942,-1.76699064369664
"RNF31",0.248362134314421,7.27867459877284,5.63139113999321,0.000725316260794169,0.00175382275244282,-1.76713766146336
"ATP5E",0.186936764162901,12.6157586521762,5.6312502853102,0.000725424909839039,0.00175387430952296,-1.76730409723062
"KAT2B",0.359385073965628,6.01101713123821,5.6305924944353,0.000725932540358049,0.00175489036357138,-1.76808138660577
"PDZD11",0.294379924630149,6.68675230759934,5.62962662461538,0.000726678638205258,0.00175637609436942,-1.76922282678889
"AKIP1",0.24549048998179,7.10093894781668,5.62957047918079,0.000726722034664903,0.00175637609436942,-1.76928918183907
"WWP2",-0.238113410618016,6.86678583248719,-5.62775324026692,0.000728128190734692,0.00175956281827885,-1.77143709807044
"IBTK",-0.23126866239624,6.92846578893698,-5.62547162812698,0.000729897962065945,0.00176362736647407,-1.77413451009485
"FAM160B2",0.312250204735086,6.68999014632831,5.62382901269248,0.00073117504847971,0.00176650062235853,-1.77607690379645
"AAR2",-0.244117065843908,6.87946012311385,-5.62311686910375,0.000731729492275515,0.00176762751056789,-1.77691912558312
"UGGT1",0.242252385324717,7.36133917486036,5.61668835091087,0.000736755683537431,0.00177955515912998,-1.78452491477276
"CTSK",0.834339056802687,6.39689820194934,5.61623910938279,0.000737108360412647,0.00178019291853386,-1.78505663277671
"LSM3",0.184546060391394,10.8142268019288,5.6144272385278,0.000738532676878167,0.00178341833382483,-1.78720141877604
"PEX11G",0.180552587907777,6.36976782501159,5.61385614044701,0.000738982253174492,0.00178428944130278,-1.78787754170055
"MSRA",0.209293792672547,7.20159082399293,5.6092151850061,0.000742646990919651,0.0017929224865525,-1.79337357982898
"THRB",0.307700642607731,5.44612460417601,5.60786952775627,0.000743713369869766,0.00179528116832505,-1.7949677074726
"LRRC8B",-0.279345992573997,4.94228126445293,-5.60708557323329,0.000744335407501234,0.00179656679777128,-1.79589652745974
"HSD17B11",0.215345208417352,8.67922381503827,5.60668256873358,0.00074465540127704,0.00179712317703053,-1.79637403428701
"MTX1",0.2155504995378,9.95033000475634,5.60604065442295,0.000745165410435887,0.00179813794343318,-1.79713466224552
"MAPRE3",-0.199791770013269,4.29194299841522,-5.60543322551528,0.000745648378426375,0.00179908722156599,-1.79785447778168
"PSMD13",-0.207442479935299,10.4223690758094,-5.6051934658951,0.000745839107663577,0.00179933124784568,-1.79813861132431
"ZNF236",-0.608540360687158,5.04206410796274,-5.60449321673889,0.000746396468074516,0.00180045960422875,-1.79896850419103
"CSHL1",0.216202451096252,4.73611403284649,5.60367202840616,0.000747050680016343,0.00180182128707196,-1.79994181016902
"MRPS18C",-0.218037178677706,9.42931034899884,-5.60134531123165,0.000748907761417453,0.00180608351108407,-1.80270001903604
"SCN1B",0.213847562175967,5.45148060704998,5.59893615020957,0.000750836060264143,0.00181051644067056,-1.80555672227092
"PPP1R3G",0.565610187926016,6.24009766051671,5.59727343532885,0.000752170123494527,0.00181351557746268,-1.80752876625971
"ALDH3B1",0.219137933053525,6.85190622657182,5.59663985775744,0.000752679162094607,0.00181452506199833,-1.8082803108116
"NUDT16P1",0.499364554049235,6.11413430336059,5.59501300422042,0.000753987990221915,0.00181746216942114,-1.81021031671867
"CENPL",-0.190321746041345,8.5121242063061,-5.59441071108356,0.000754473186203539,0.00181841347314435,-1.81092493245883
"HSBP1L1",-0.193699104834517,9.41554580004853,-5.59405173356132,0.000754762536936283,0.00181889258361271,-1.81135087931092
"HSPBP1",0.230415395527472,8.01455458360918,5.59297987294365,0.000755627235877294,0.00182075793705574,-1.81262280413261
"TREM1",0.200563879870858,4.49785288430326,5.58661688501171,0.00076078317743233,0.00183296177249891,-1.82017661231374
"CDA",0.221051620458142,6.53896956445096,5.58489536161973,0.000762184849900562,0.00183611857087716,-1.82222124532864
"TCERG1",-0.209881398327816,9.32618456068537,-5.58249429838713,0.000764144607194384,0.00184061888832958,-1.82507362151718
"LOC339803",0.318114313122072,5.6473070239372,5.58118878558957,0.000765212524074799,0.00184297018029959,-1.82662484701035
"BAK1",-0.185950016789149,7.49761074876237,-5.58045771280898,0.000765811270889992,0.00184419107488664,-1.8274936157642
